Date,temperatureMax,temperatureMin,temperatureHigh,temperatureLow,temperatureMean,temperatureRange,apparentTemperatureMax,apparentTemperatureMin,humidity,windSpeed,cloudCover,pressure,visibility,uvIndex,moonPhase,icon,precipType
2012-12-24,12.3,7.57,12.3,7.25,9.935,4.73,12.3,5.49,0.91,4.28,0.61,999.12,10.85,1.0,0.38,wind,rain
2012-12-25,9.14,6.46,9.14,4.83,7.800000000000001,2.6800000000000006,6.49,3.86,0.89,4.39,0.56,995.66,13.07,1.0,0.41,partly-cloudy-day,rain
2012-12-26,10.18,4.83,10.18,6.42,7.505,5.35,10.18,1.34,0.88,5.05,0.39,1004.15,12.94,1.0,0.44,partly-cloudy-day,rain
2012-12-27,7.97,6.42,7.97,5.45,7.195,1.5499999999999998,5.36,3.64,0.84,4.09,0.51,1005.46,12.46,1.0,0.47,partly-cloudy-night,rain
2012-12-28,12.34,5.45,12.28,11.46,8.895,6.89,12.34,3.99,0.89,4.78,0.7,1016.76,11.46,0.0,0.51,wind,rain
2012-12-29,11.97,7.28,11.48,5.44,9.625,4.69,11.97,3.69,0.83,7.6,0.59,1004.18,12.5,0.0,0.53,wind,rain
2012-12-30,10.9,5.44,9.51,4.22,8.17,5.46,10.9,1.25,0.77,6.82,0.37,1009.95,13.2,1.0,0.56,wind,rain
2012-12-31,9.24,4.22,7.49,3.31,6.73,5.0200000000000005,6.97,0.88,0.81,4.55,0.38,1007.65,13.15,1.0,0.6,partly-cloudy-night,rain
2013-01-01,7.49,3.31,5.76,4.42,5.4,4.18,4.38,0.23,0.82,4.0,0.43,1016.89,13.15,1.0,0.63,partly-cloudy-day,rain
2013-01-02,10.82,3.31,9.86,9.65,7.065,7.51,10.82,0.23,0.91,3.72,0.61,1023.12,11.35,1.0,0.66,partly-cloudy-night,rain
2013-01-03,11.41,9.65,11.41,9.55,10.530000000000001,1.7599999999999998,11.41,7.07,0.91,4.36,0.66,1032.61,11.89,1.0,0.7,partly-cloudy-day,rain
2013-01-04,10.79,8.17,10.17,8.07,9.48,2.619999999999999,10.79,5.7,0.85,4.28,0.83,1037.15,12.34,1.0,0.73,partly-cloudy-day,rain
2013-01-05,10.66,7.84,10.66,6.91,9.25,2.8200000000000003,10.66,5.76,0.92,3.15,0.72,1035.16,9.58,1.0,0.77,partly-cloudy-day,rain
2013-01-06,8.61,6.91,7.97,7.1,7.76,1.6999999999999993,6.98,5.08,0.96,2.23,0.67,1032.19,5.5,1.0,0.8,fog,rain
2013-01-07,9.08,7.1,8.56,8.19,8.09,1.9800000000000004,7.31,5.24,0.92,3.27,0.84,1026.88,9.7,1.0,0.84,partly-cloudy-day,rain
2013-01-08,11.23,9.02,11.23,8.46,10.125,2.210000000000001,11.23,6.9,0.87,3.71,0.76,1024.17,11.73,1.0,0.88,partly-cloudy-day,rain
2013-01-09,9.21,1.77,8.93,1.16,5.49,7.440000000000001,9.13,1.77,0.9,0.93,0.52,1021.19,8.64,1.0,0.92,partly-cloudy-day,rain
2013-01-10,3.43,1.16,3.43,0.89,2.295,2.2700000000000005,2.36,-0.48,0.94,1.55,0.7,1015.8,5.21,1.0,0.95,partly-cloudy-day,rain
2013-01-11,5.7,0.89,5.7,1.37,3.295,4.8100000000000005,5.7,-1.42,0.93,0.4,0.52,1017.62,5.7,1.0,0.99,partly-cloudy-day,rain
2013-01-12,4.53,1.75,4.53,2.12,3.14,2.7800000000000002,0.07,-1.06,0.83,4.76,0.57,1012.97,10.03,1.0,0.03,partly-cloudy-day,rain
2013-01-13,3.48,1.04,2.88,-0.41,2.26,2.44,-0.09,-2.16,0.74,3.13,0.6,1018.81,12.46,1.0,0.07,partly-cloudy-day,rain
2013-01-14,2.94,-0.41,2.62,1.23,1.265,3.35,0.94,-3.4,0.88,2.08,0.59,1011.47,9.66,1.0,0.1,partly-cloudy-day,rain
2013-01-15,2.38,-0.83,2.29,-2.18,0.7749999999999999,3.21,0.89,-3.16,0.85,3.28,0.58,1008.99,11.41,1.0,0.14,partly-cloudy-day,rain
2013-01-16,-0.06,-2.32,-0.06,-3.86,-1.19,2.26,-0.15,-4.7,0.91,0.93,0.48,1013.33,4.12,1.0,0.17,fog,snow
2013-01-17,2.88,-3.86,2.88,-1.44,-0.49,6.74,2.88,-3.86,0.83,1.01,0.31,1017.44,9.64,1.0,0.2,partly-cloudy-day,rain
2013-01-18,1.33,-1.93,-0.81,-0.81,-0.29999999999999993,3.26,-2.04,-7.8,0.85,5.2,0.67,1004.05,6.41,1.0,0.23,fog,snow
2013-01-19,0.85,-0.65,0.85,-0.93,0.09999999999999998,1.5,-2.56,-5.37,0.86,4.16,0.84,997.28,7.53,1.0,0.26,partly-cloudy-day,snow
2013-01-20,0.08,-1.45,-0.21,-0.86,-0.6849999999999999,1.53,-0.46,-5.88,0.91,3.18,0.85,994.89,5.1,1.0,0.3,fog,snow
2013-01-21,1.17,-1.98,1.17,-3.73,-0.405,3.15,1.08,-4.23,0.9,1.22,0.68,994.61,8.14,1.0,0.33,partly-cloudy-day,snow
2013-01-22,2.82,-3.73,2.82,1.38,-0.45500000000000007,6.55,-1.43,-5.09,0.88,3.44,0.53,1001.55,6.31,1.0,0.36,fog,rain
2013-01-23,2.82,1.38,2.29,1.22,2.0999999999999996,1.44,-1.4,-2.47,0.82,4.23,0.75,1007.72,7.69,1.0,0.39,partly-cloudy-day,rain
2013-01-24,2.23,-0.11,2.23,-1.19,1.06,2.34,2.08,-2.49,0.79,2.07,0.8,1016.41,10.32,1.0,0.41,partly-cloudy-day,rain
2013-01-25,2.98,-1.19,1.85,0.96,0.895,4.17,0.81,-4.07,0.8,3.2,0.74,1014.52,10.8,1.0,0.44,partly-cloudy-day,snow
2013-01-26,7.56,2.37,7.41,6.47,4.965,5.1899999999999995,4.69,-2.16,0.86,3.61,0.51,1006.45,10.27,1.0,0.47,wind,rain
2013-01-27,10.26,4.72,10.26,3.02,7.49,5.54,10.26,1.49,0.77,6.6,0.43,997.84,12.01,1.0,0.52,wind,rain
2013-01-28,10.54,3.02,9.34,9.34,6.779999999999999,7.52,10.54,-0.68,0.84,5.95,0.47,1005.47,11.91,1.0,0.54,wind,rain
2013-01-29,13.09,9.76,13.09,8.41,11.425,3.33,13.09,7.09,0.89,7.22,0.69,1003.25,10.88,1.0,0.57,wind,rain
2013-01-30,12.56,7.51,11.28,7.12,10.035,5.050000000000001,12.56,3.86,0.77,7.85,0.44,1006.93,11.88,1.0,0.61,wind,rain
2013-01-31,9.94,7.12,9.94,5.24,8.53,2.8199999999999994,6.38,3.29,0.74,7.3,0.35,1012.39,12.89,1.0,0.64,wind,rain
2013-02-01,8.03,4.16,7.33,2.9,6.095,3.869999999999999,5.33,2.49,0.85,2.83,0.49,1002.38,12.5,1.0,0.68,partly-cloudy-day,rain
2013-02-02,5.56,1.48,5.14,0.11,3.5199999999999996,4.08,1.9,-1.71,0.71,4.97,0.43,1015.47,13.42,1.0,0.71,partly-cloudy-day,rain
2013-02-03,9.12,0.11,8.78,8.43,4.614999999999999,9.01,6.66,-2.93,0.82,4.32,0.55,1018.69,13.12,1.0,0.75,partly-cloudy-day,rain
2013-02-04,10.2,6.48,10.16,2.16,8.34,3.719999999999999,10.2,2.41,0.71,6.82,0.5,1012.2,13.0,1.0,0.79,wind,rain
2013-02-05,6.44,2.16,5.36,3.48,4.300000000000001,4.28,2.38,-2.91,0.73,7.3,0.48,1000.03,12.84,1.0,0.83,partly-cloudy-day,rain
2013-02-06,6.16,2.86,5.67,1.24,4.51,3.3000000000000003,2.56,-1.46,0.75,6.04,0.61,1006.64,13.23,1.0,0.86,partly-cloudy-day,rain
2013-02-07,5.53,1.24,5.53,0.81,3.3850000000000002,4.29,2.42,-2.68,0.71,3.57,0.39,1017.82,12.49,1.0,0.9,partly-cloudy-day,rain
2013-02-08,5.59,0.81,5.59,1.58,3.2,4.779999999999999,2.73,-2.13,0.78,3.08,0.41,1019.29,10.54,1.0,0.94,partly-cloudy-day,rain
2013-02-09,3.68,1.58,3.68,3.01,2.63,2.1,2.1,-0.57,0.86,0.68,0.7,1018.79,10.38,1.0,0.97,partly-cloudy-day,rain
2013-02-10,4.73,1.06,4.73,0.55,2.8950000000000005,3.6700000000000004,1.58,-4.17,0.93,4.86,0.84,999.65,7.07,1.0,0.02,partly-cloudy-day,rain
2013-02-11,1.88,0.55,1.88,1.22,1.2149999999999999,1.3299999999999998,-1.66,-3.92,0.93,3.36,0.87,999.17,4.36,1.0,0.05,partly-cloudy-day,rain
2013-02-12,2.24,1.14,2.24,0.6,1.69,1.1000000000000003,-0.19,-2.29,0.76,2.87,0.86,1015.13,7.32,1.0,0.08,partly-cloudy-day,rain
2013-02-13,3.09,0.6,2.35,1.39,1.845,2.4899999999999998,1.23,-3.18,0.73,3.48,0.68,1021.27,6.92,1.0,0.11,partly-cloudy-day,rain
2013-02-14,10.59,4.07,10.59,2.27,7.33,6.52,10.59,-0.11,0.81,2.96,0.55,1011.45,10.56,1.0,0.15,partly-cloudy-day,rain
2013-02-15,9.76,2.27,9.76,4.7,6.015,7.49,7.75,-0.06,0.77,2.49,0.41,1019.7,13.04,1.0,0.18,partly-cloudy-day,rain
2013-02-16,10.13,3.7,10.13,2.16,6.915000000000001,6.430000000000001,10.13,3.7,0.7,1.11,0.48,1023.52,12.97,1.0,0.21,partly-cloudy-day,rain
2013-02-17,9.49,2.16,9.49,2.02,5.825,7.33,7.33,0.27,0.84,2.79,0.33,1021.74,7.26,1.0,0.24,partly-cloudy-night,rain
2013-02-18,7.65,1.16,7.65,-1.43,4.405,6.49,5.22,-0.63,0.83,2.86,0.33,1020.42,7.23,1.0,0.27,fog,rain
2013-02-19,10.12,-1.43,10.12,1.93,4.345,11.549999999999999,10.12,-1.43,0.79,0.4,0.11,1019.55,6.95,2.0,0.3,fog,rain
2013-02-20,4.88,1.83,4.88,1.28,3.355,3.05,3.78,-3.42,0.78,4.86,0.68,1023.08,8.93,1.0,0.33,fog,rain
2013-02-21,2.28,0.86,2.28,0.2,1.5699999999999998,1.42,-2.51,-3.9,0.59,5.58,0.8,1023.97,13.24,1.0,0.36,partly-cloudy-day,rain
2013-02-22,1.36,0.2,1.36,0.19,0.78,1.1600000000000001,-3.32,-4.29,0.63,4.79,0.81,1020.5,13.04,1.0,0.39,partly-cloudy-day,snow
2013-02-23,1.74,0.19,1.74,0.85,0.965,1.55,-1.89,-4.2,0.68,3.92,0.83,1020.81,11.64,1.0,0.42,partly-cloudy-day,rain
2013-02-24,2.35,0.85,2.35,1.74,1.6,1.5,-2.08,-3.26,0.71,4.47,0.86,1023.88,13.0,1.0,0.45,partly-cloudy-day,rain
2013-02-25,4.39,1.74,4.39,2.98,3.065,2.6499999999999995,0.59,-2.46,0.83,4.8,0.84,1026.97,9.78,1.0,0.48,partly-cloudy-day,rain
2013-02-26,4.93,2.98,4.93,2.33,3.955,1.9499999999999997,1.8,-1.18,0.91,4.34,0.86,1032.15,3.48,1.0,0.52,fog,rain
2013-02-27,6.11,2.33,6.11,2.41,4.220000000000001,3.7800000000000002,2.67,-1.82,0.83,4.4,0.69,1034.17,8.92,1.0,0.55,partly-cloudy-day,rain
2013-02-28,7.26,2.41,7.26,2.58,4.835,4.85,4.09,-1.18,0.8,4.25,0.64,1029.69,12.67,1.0,0.59,partly-cloudy-day,rain
2013-03-01,6.62,2.58,6.62,2.58,4.6,4.04,3.28,-1.08,0.78,3.77,0.83,1029.18,10.27,1.0,0.62,partly-cloudy-day,rain
2013-03-02,4.69,0.63,4.69,-1.14,2.66,4.0600000000000005,3.13,-0.01,0.72,2.02,0.66,1027.67,13.05,1.0,0.66,partly-cloudy-day,rain
2013-03-03,7.83,-1.14,7.83,2.14,3.345,8.97,5.04,-1.14,0.8,2.2,0.58,1023.52,10.12,1.0,0.7,partly-cloudy-day,rain
2013-03-04,8.99,2.14,8.99,1.87,5.565,6.85,6.17,-1.41,0.78,3.66,0.27,1013.74,7.02,2.0,0.74,partly-cloudy-day,rain
2013-03-05,16.06,1.87,16.06,7.65,8.965,14.189999999999998,16.06,1.49,0.74,1.6,0.12,1004.57,8.11,2.0,0.77,fog,rain
2013-03-06,13.14,7.65,13.14,7.43,10.395,5.49,13.14,6.51,0.72,2.41,0.17,1000.69,8.37,2.0,0.81,fog,rain
2013-03-07,9.63,7.43,9.63,8.19,8.530000000000001,2.200000000000001,7.99,6.67,0.93,2.2,0.68,996.96,2.78,2.0,0.85,fog,rain
2013-03-08,9.61,8.02,9.61,5.86,8.815,1.5899999999999999,9.04,6.61,0.96,1.75,0.83,997.56,1.93,2.0,0.89,fog,rain
2013-03-09,8.01,3.88,6.84,2.38,5.945,4.13,7.53,0.97,0.9,2.52,0.84,1002.41,5.68,2.0,0.92,fog,rain
2013-03-10,3.45,1.23,3.37,-0.4,2.34,2.22,0.33,-4.03,0.82,5.05,0.81,1005.94,12.26,2.0,0.96,partly-cloudy-day,rain
2013-03-11,1.22,-1.57,0.04,-1.89,-0.17500000000000004,2.79,-4.11,-8.57,0.73,8.17,0.6,1007.26,10.83,2.0,0.99,wind,snow
2013-03-12,3.86,-1.89,3.86,1.14,0.985,5.75,-0.56,-8.88,0.63,6.81,0.54,1008.83,12.34,2.0,0.03,wind,rain
2013-03-13,6.42,1.14,6.42,-0.91,3.78,5.28,3.01,-2.39,0.73,3.65,0.37,1010.59,13.04,2.0,0.06,partly-cloudy-day,rain
2013-03-14,6.56,-0.91,6.56,2.99,2.8249999999999997,7.47,5.17,-3.72,0.67,1.81,0.27,1015.57,10.54,2.0,0.09,partly-cloudy-night,rain
2013-03-15,8.27,2.99,8.27,6.36,5.63,5.279999999999999,4.56,-0.32,0.81,5.82,0.65,1007.6,12.36,2.0,0.12,wind,rain
2013-03-16,7.51,5.79,7.33,3.17,6.65,1.7199999999999998,3.91,1.78,0.85,6.75,0.69,996.08,12.13,2.0,0.15,wind,rain
2013-03-17,7.3,2.36,7.3,-0.22,4.83,4.9399999999999995,5.13,-0.32,0.88,2.1,0.64,990.34,11.52,2.0,0.19,partly-cloudy-day,rain
2013-03-18,7.35,-0.22,7.35,3.33,3.565,7.569999999999999,7.06,-1.32,0.91,0.73,0.5,991.02,7.97,2.0,0.22,partly-cloudy-day,rain
2013-03-19,7.72,2.81,7.72,2.37,5.265,4.91,5.81,0.65,0.83,1.56,0.59,997.51,8.32,2.0,0.25,partly-cloudy-day,rain
2013-03-20,5.87,2.37,5.87,1.18,4.12,3.5,3.49,0.18,0.86,2.37,0.78,1006.74,5.73,2.0,0.27,partly-cloudy-day,rain
2013-03-21,6.27,1.18,6.27,2.59,3.7249999999999996,5.09,2.57,-1.24,0.75,4.73,0.61,1015.96,10.8,2.0,0.31,partly-cloudy-day,rain
2013-03-22,5.01,2.59,5.01,0.95,3.8,2.42,0.07,-2.8,0.79,7.92,0.69,1009.8,6.1,3.0,0.34,wind,rain
2013-03-23,3.06,0.92,1.45,0.14,1.99,2.14,-2.27,-4.48,0.92,6.42,0.85,1009.85,3.73,2.0,0.37,fog,rain
2013-03-24,1.53,-0.32,1.23,0.71,0.605,1.85,-2.86,-6.34,0.78,6.06,0.83,1012.85,9.37,2.0,0.4,partly-cloudy-day,snow
2013-03-25,1.81,0.71,1.81,0.77,1.26,1.1,-2.89,-4.96,0.65,5.95,0.68,1014.28,12.76,2.0,0.43,partly-cloudy-day,rain
2013-03-26,1.75,0.77,1.75,-0.29,1.26,0.98,-2.29,-4.31,0.65,4.99,0.69,1013.39,12.81,2.0,0.46,partly-cloudy-day,rain
2013-03-27,3.82,-0.29,3.82,-0.89,1.765,4.109999999999999,-0.19,-4.06,0.64,3.95,0.48,1011.63,12.86,3.0,0.49,partly-cloudy-day,rain
2013-03-28,4.08,-0.89,4.08,-0.52,1.595,4.97,0.31,-3.85,0.66,3.57,0.5,1012.3,11.64,2.0,0.54,partly-cloudy-day,rain
2013-03-29,5.31,-0.52,5.31,0.94,2.3949999999999996,5.83,1.71,-2.99,0.63,3.52,0.59,1010.88,13.45,3.0,0.57,partly-cloudy-day,rain
2013-03-30,4.87,0.94,4.87,-1.54,2.9050000000000002,3.93,1.53,-2.65,0.69,3.61,0.66,1011.38,13.1,3.0,0.61,partly-cloudy-day,rain
2013-03-31,4.96,-1.54,4.96,1.1,1.71,6.5,1.64,-2.33,0.68,2.8,0.4,1014.56,12.67,3.0,0.65,partly-cloudy-day,rain
2013-04-01,7.71,0.04,7.71,0.48,3.875,7.67,3.74,-4.26,0.57,5.5,0.2,1014.63,13.02,3.0,0.72,partly-cloudy-day,rain
2013-04-02,4.09,0.48,4.09,0.98,2.285,3.61,-0.57,-3.72,0.64,5.84,0.45,1017.4,13.1,3.0,0.76,partly-cloudy-day,rain
2013-04-03,2.91,0.98,2.91,1.88,1.945,1.9300000000000002,-1.57,-3.52,0.74,5.76,0.55,1014.22,10.8,3.0,0.8,partly-cloudy-day,rain
2013-04-04,7.34,1.88,7.34,0.64,4.609999999999999,5.46,3.68,-2.8,0.61,5.89,0.63,1015.19,13.08,3.0,0.83,partly-cloudy-day,rain
2013-04-05,9.87,0.64,9.87,-1.21,5.255,9.229999999999999,8.53,-2.67,0.63,2.75,0.23,1023.34,13.02,3.0,0.87,partly-cloudy-day,rain
2013-04-06,10.37,-1.21,10.37,3.47,4.58,11.579999999999998,10.37,-1.21,0.62,2.04,0.4,1020.37,11.84,3.0,0.9,partly-cloudy-day,rain
2013-04-07,9.99,3.47,9.99,3.45,6.73,6.52,7.18,-0.38,0.65,4.97,0.36,1005.84,10.81,3.0,0.94,partly-cloudy-day,rain
2013-04-08,8.81,3.45,8.81,2.98,6.130000000000001,5.36,6.01,0.39,0.83,3.87,0.7,997.5,6.66,3.0,0.97,partly-cloudy-day,rain
2013-04-09,10.59,2.98,10.59,5.93,6.785,7.609999999999999,10.59,0.4,0.79,1.07,0.61,1003.54,4.44,4.0,0.01,fog,rain
2013-04-10,11.3,5.93,11.3,7.09,8.615,5.370000000000001,11.3,2.98,0.9,2.28,0.69,997.1,6.07,3.0,0.04,fog,rain
2013-04-11,11.51,7.09,11.51,4.92,9.3,4.42,11.51,4.87,0.87,3.04,0.54,997.53,11.62,3.0,0.07,partly-cloudy-day,rain
2013-04-12,11.42,4.92,11.29,10.92,8.17,6.5,11.42,3.3,0.87,4.42,0.57,1011.09,11.06,3.0,0.1,wind,rain
2013-04-13,19.88,11.49,19.88,10.88,15.684999999999999,8.389999999999999,19.88,11.49,0.7,6.56,0.45,1013.12,12.36,4.0,0.13,wind,rain
2013-04-14,15.43,10.08,15.43,9.63,12.754999999999999,5.35,15.43,10.08,0.72,5.4,0.42,1016.86,12.96,4.0,0.16,partly-cloudy-day,rain
2013-04-15,16.55,9.63,16.55,9.66,13.09,6.92,16.55,7.26,0.7,5.75,0.4,1015.5,12.52,4.0,0.19,partly-cloudy-day,rain
2013-04-16,17.95,9.66,17.95,9.13,13.805,8.29,17.95,8.26,0.77,5.53,0.54,1014.48,10.8,4.0,0.22,wind,rain
2013-04-17,14.11,8.48,14.11,7.08,11.295,5.629999999999999,14.11,5.27,0.64,8.12,0.35,1013.1,12.81,4.0,0.25,wind,rain
2013-04-18,11.95,6.17,11.95,2.88,9.059999999999999,5.779999999999999,11.95,3.88,0.69,2.33,0.47,1025.56,13.12,4.0,0.28,partly-cloudy-day,rain
2013-04-19,13.14,2.88,13.14,1.46,8.01,10.260000000000002,13.14,2.88,0.66,2.21,0.16,1032.63,12.07,5.0,0.31,partly-cloudy-day,rain
2013-04-20,14.12,1.46,14.12,6.91,7.789999999999999,12.66,14.12,1.46,0.64,2.14,0.28,1021.92,12.79,4.0,0.35,partly-cloudy-day,rain
2013-04-21,14.32,6.91,14.32,10.02,10.615,7.41,14.32,5.12,0.74,4.12,0.66,1016.11,12.04,4.0,0.38,partly-cloudy-day,rain
2013-04-22,20.25,10.02,20.25,9.45,15.135,10.23,20.25,10.02,0.68,3.48,0.46,1019.23,12.5,5.0,0.41,partly-cloudy-day,rain
2013-04-23,19.35,9.45,19.35,11.38,14.4,9.900000000000002,19.35,8.49,0.74,3.03,0.33,1023.67,11.96,4.0,0.45,partly-cloudy-day,rain
2013-04-24,22.08,11.38,22.08,7.05,16.73,10.699999999999998,22.08,11.38,0.72,3.2,0.27,1020.93,10.17,5.0,0.48,partly-cloudy-day,rain
2013-04-25,13.28,7.05,12.06,4.02,10.165,6.2299999999999995,13.28,5.04,0.65,3.42,0.51,1015.24,12.12,5.0,0.52,partly-cloudy-day,rain
2013-04-26,10.36,4.02,10.36,1.61,7.1899999999999995,6.34,10.36,1.82,0.71,2.7,0.39,1015.1,13.16,5.0,0.56,partly-cloudy-day,rain
2013-04-27,11.59,1.61,11.59,7.98,6.6,9.98,11.59,1.61,0.64,3.27,0.27,1017.0,12.49,5.0,0.6,partly-cloudy-day,rain
2013-04-28,13.41,7.98,13.41,5.94,10.695,5.43,13.41,4.92,0.59,4.51,0.45,1016.36,13.18,4.0,0.63,partly-cloudy-day,rain
2013-04-29,13.71,5.94,13.71,4.42,9.825000000000001,7.7700000000000005,13.71,4.3,0.62,2.84,0.22,1024.5,13.15,5.0,0.67,partly-cloudy-day,rain
2013-04-30,16.32,4.42,16.32,5.43,10.370000000000001,11.9,16.32,2.32,0.62,2.95,0.26,1024.26,12.7,5.0,0.71,partly-cloudy-day,rain
2013-05-01,16.96,5.43,16.96,4.48,11.195,11.530000000000001,16.96,3.39,0.43,2.9,0.2,1022.7,15.34,5.0,0.75,partly-cloudy-day,rain
2013-05-02,19.71,4.48,19.71,8.05,12.095,15.23,19.71,4.48,0.56,2.71,0.34,1019.76,14.76,5.0,0.78,partly-cloudy-day,rain
2013-05-03,16.31,8.05,16.31,6.87,12.18,8.259999999999998,16.31,5.78,0.64,5.16,0.34,1017.3,13.24,4.0,0.82,partly-cloudy-day,rain
2013-05-04,17.79,6.87,17.79,10.48,12.33,10.919999999999998,17.79,5.5,0.68,2.26,0.36,1021.76,12.91,4.0,0.85,partly-cloudy-day,rain
2013-05-05,20.99,10.48,20.99,8.63,15.735,10.509999999999998,20.99,10.48,0.63,1.13,0.22,1020.13,13.5,5.0,0.89,partly-cloudy-day,rain
2013-05-06,19.82,8.63,19.82,11.72,14.225000000000001,11.19,19.82,8.63,0.6,2.07,0.16,1016.51,14.19,5.0,0.92,partly-cloudy-day,rain
2013-05-07,16.81,11.33,16.81,7.28,14.07,5.479999999999999,16.81,11.33,0.77,3.21,0.52,1007.4,9.8,4.0,0.95,partly-cloudy-day,rain
2013-05-08,14.28,7.28,14.28,10.18,10.78,6.999999999999999,14.28,5.0,0.71,7.13,0.47,1008.69,11.97,4.0,0.99,wind,rain
2013-05-09,17.17,10.2,17.17,7.06,13.685,6.970000000000002,17.17,10.2,0.72,6.74,0.63,1010.14,12.39,5.0,0.02,wind,rain
2013-05-10,13.18,7.06,13.18,6.04,10.12,6.12,13.18,4.29,0.78,4.83,0.56,1010.93,12.2,4.0,0.05,wind,rain
2013-05-11,14.81,6.04,14.81,10.87,10.425,8.77,14.81,2.44,0.76,5.33,0.44,1014.56,12.05,6.0,0.08,partly-cloudy-day,rain
2013-05-12,14.06,7.45,14.06,7.36,10.755,6.61,14.06,4.53,0.68,6.61,0.61,1011.68,11.93,5.0,0.11,wind,rain
2013-05-13,10.94,7.36,10.94,7.0,9.15,3.579999999999999,10.94,4.75,0.8,3.97,0.67,1003.62,11.38,4.0,0.14,wind,rain
2013-05-14,13.64,7.0,13.64,4.17,10.32,6.640000000000001,13.64,2.67,0.71,5.86,0.71,994.19,11.97,4.0,0.17,wind,rain
2013-05-15,15.13,4.17,15.13,7.2,9.65,10.96,15.13,4.17,0.74,1.64,0.36,999.92,10.93,5.0,0.2,partly-cloudy-day,rain
2013-05-16,11.3,7.2,11.3,9.12,9.25,4.1000000000000005,11.3,6.9,0.76,2.35,0.6,1005.87,11.54,4.0,0.23,partly-cloudy-day,rain
2013-05-17,14.56,9.12,14.56,8.91,11.84,5.440000000000001,14.56,7.62,0.67,1.94,0.59,1008.08,11.93,4.0,0.26,partly-cloudy-day,rain
2013-05-18,17.85,8.91,17.85,11.38,13.38,8.940000000000001,17.85,8.56,0.7,2.12,0.32,1011.12,11.1,5.0,0.3,partly-cloudy-day,rain
2013-05-19,16.87,11.38,16.77,12.44,14.125,5.49,16.87,11.38,0.84,3.7,0.81,1011.37,7.31,4.0,0.33,cloudy,rain
2013-05-20,16.22,12.01,13.49,10.1,14.114999999999998,4.209999999999999,16.22,12.01,0.78,4.21,0.79,1015.56,10.78,4.0,0.36,partly-cloudy-day,rain
2013-05-21,14.02,9.58,14.02,6.27,11.8,4.4399999999999995,14.02,7.13,0.7,3.25,0.74,1018.45,11.68,4.0,0.4,partly-cloudy-day,rain
2013-05-22,10.26,6.27,10.26,5.43,8.265,3.99,10.26,3.51,0.65,4.18,0.49,1013.55,12.54,6.0,0.44,partly-cloudy-day,rain
2013-05-23,8.21,5.43,8.21,5.64,6.82,2.780000000000001,6.24,1.79,0.84,2.24,0.65,1009.4,11.89,4.0,0.47,partly-cloudy-day,rain
2013-05-24,14.87,5.64,14.87,6.24,10.254999999999999,9.23,14.87,3.19,0.67,3.46,0.32,1020.26,12.21,5.0,0.51,partly-cloudy-day,rain
2013-05-25,18.82,6.24,18.82,6.32,12.530000000000001,12.58,18.82,4.49,0.55,2.79,0.34,1018.43,14.76,6.0,0.55,partly-cloudy-day,rain
2013-05-26,17.28,6.32,17.28,9.97,11.8,10.96,17.28,4.68,0.58,4.34,0.29,1009.15,13.63,6.0,0.59,wind,rain
2013-05-27,12.13,9.78,11.88,8.38,10.955,2.3500000000000014,12.13,9.12,0.86,1.48,0.67,1000.65,9.37,4.0,0.62,partly-cloudy-day,rain
2013-05-28,12.79,8.38,12.79,10.79,10.585,4.409999999999998,12.79,7.59,0.87,2.14,0.76,1004.27,9.24,4.0,0.66,partly-cloudy-day,rain
2013-05-29,14.69,10.79,14.69,11.27,12.739999999999998,3.9000000000000004,14.69,10.79,0.86,3.44,0.94,1010.33,8.71,4.0,0.7,partly-cloudy-day,rain
2013-05-30,21.68,11.27,21.68,10.77,16.475,10.41,21.68,11.27,0.72,3.45,0.54,1017.87,10.59,6.0,0.73,partly-cloudy-day,rain
2013-05-31,17.34,10.77,17.34,9.72,14.055,6.57,17.34,10.77,0.65,3.35,0.38,1022.85,12.7,5.0,0.77,partly-cloudy-day,rain
2013-06-01,18.83,9.72,18.83,7.24,14.274999999999999,9.109999999999998,18.83,8.97,0.59,2.4,0.27,1028.53,13.42,5.0,0.8,partly-cloudy-day,rain
2013-06-02,18.66,7.24,18.66,7.64,12.95,11.42,18.66,7.24,0.66,2.84,0.26,1031.47,13.28,6.0,0.84,partly-cloudy-day,rain
2013-06-03,20.07,7.64,20.07,8.96,13.855,12.43,20.07,6.1,0.6,4.16,0.27,1027.0,14.65,7.0,0.87,partly-cloudy-day,rain
2013-06-04,19.64,8.96,19.64,8.73,14.3,10.68,19.64,6.8,0.71,3.59,0.56,1021.53,13.31,5.0,0.9,partly-cloudy-day,rain
2013-06-05,20.88,8.73,20.88,10.02,14.805,12.149999999999999,20.88,6.66,0.68,4.28,0.23,1021.53,13.34,3.0,0.93,partly-cloudy-day,rain
2013-06-06,19.64,10.02,19.64,9.16,14.83,9.620000000000001,19.64,10.02,0.66,4.3,0.38,1023.0,14.39,6.0,0.97,partly-cloudy-day,rain
2013-06-07,17.06,9.16,17.06,10.29,13.11,7.899999999999999,17.06,6.88,0.69,5.44,0.36,1021.44,12.44,6.0,0.99,partly-cloudy-day,rain
2013-06-08,14.17,10.29,14.17,10.61,12.23,3.880000000000001,14.17,10.29,0.72,4.59,0.89,1016.69,12.38,4.0,0.03,partly-cloudy-day,rain
