Acorn,Date,Conso_kWh,temperatureMean,temperatureMin,temperatureMax,weekday,is_weekend,is_holiday
ACORN-F,2013-02-09,11.4304609060633,2.63,1.58,3.68,5,1,0
ACORN-F,2013-02-10,12.2748523344909,2.8950000000000005,1.06,4.73,6,1,0
ACORN-F,2013-02-11,11.399679145167,1.2149999999999999,0.55,1.88,0,0,0
ACORN-F,2013-02-12,11.1117903914865,1.69,1.14,2.24,1,0,0
ACORN-F,2013-02-13,11.2701980745416,1.845,0.6,3.09,2,0,0
ACORN-F,2013-02-14,10.5252057105179,7.33,4.07,10.59,3,0,0
ACORN-F,2013-02-15,10.2513056434171,6.015,2.27,9.76,4,0,0
ACORN-F,2013-02-16,10.4963234405045,6.915000000000001,3.7,10.13,5,1,0
ACORN-F,2013-02-17,10.7767082730396,5.825,2.16,9.49,6,1,0
ACORN-F,2013-02-18,10.3588115291435,4.405,1.16,7.65,0,0,0
ACORN-F,2013-02-19,10.319481317133,4.345,-1.43,10.12,1,0,0
ACORN-F,2013-02-20,10.6104447683379,3.355,1.83,4.88,2,0,0
ACORN-F,2013-02-21,11.6918901189544,1.5699999999999998,0.86,2.28,3,0,0
ACORN-F,2013-02-22,11.6868359290722,0.78,0.2,1.36,4,0,0
ACORN-F,2013-02-23,12.2491541639821,0.965,0.19,1.74,5,1,0
ACORN-F,2013-02-24,12.9403672255416,1.6,0.85,2.35,6,1,0
ACORN-F,2013-02-25,11.7191296062722,3.065,1.74,4.39,0,0,0
ACORN-F,2013-02-26,11.1071522641863,3.955,2.98,4.93,1,0,0
ACORN-F,2013-02-27,10.7398026546761,4.220000000000001,2.33,6.11,2,0,0
ACORN-F,2013-02-28,11.0197557685533,4.835,2.41,7.26,3,0,0
ACORN-F,2013-03-01,10.7297240862043,4.6,2.58,6.62,4,0,0
ACORN-F,2013-03-02,11.0718642429246,2.66,0.63,4.69,5,1,0
ACORN-F,2013-03-03,11.814694967401,3.345,-1.14,7.83,6,1,0
ACORN-F,2013-03-04,10.1260602537855,5.565,2.14,8.99,0,0,0
ACORN-F,2013-03-05,9.66727483490496,8.965,1.87,16.06,1,0,0
ACORN-F,2013-03-06,9.46504426335982,10.395,7.65,13.14,2,0,0
ACORN-F,2013-03-07,9.7351101533874,8.530000000000001,7.43,9.63,3,0,0
ACORN-F,2013-03-08,9.75696122802454,8.815,8.02,9.61,4,0,0
ACORN-F,2013-03-09,10.3965231651719,5.945,3.88,8.01,5,1,0
ACORN-F,2013-03-10,11.6861799952071,2.34,1.23,3.45,6,1,0
ACORN-F,2013-03-11,11.4980767191105,-0.17500000000000004,-1.57,1.22,0,0,0
ACORN-F,2013-03-12,11.3372261765919,0.985,-1.89,3.86,1,0,0
ACORN-F,2013-03-13,10.9122660149169,3.78,1.14,6.42,2,0,0
ACORN-F,2013-03-14,10.3607955198507,2.8249999999999997,-0.91,6.56,3,0,0
ACORN-F,2013-03-15,10.3683996455272,5.63,2.99,8.27,4,0,0
ACORN-F,2013-03-16,11.0988313615693,6.65,5.79,7.51,5,1,0
ACORN-F,2013-03-17,11.4255060790164,4.83,2.36,7.3,6,1,0
ACORN-F,2013-03-18,10.3261820970944,3.565,-0.22,7.35,0,0,0
ACORN-F,2013-03-19,10.169294268194,5.265,2.81,7.72,1,0,0
ACORN-F,2013-03-20,10.4059384966073,4.12,2.37,5.87,2,0,0
ACORN-F,2013-03-21,10.4200462686567,3.7249999999999996,1.18,6.27,3,0,0
ACORN-F,2013-03-22,10.885099704719,3.8,2.59,5.01,4,0,0
ACORN-F,2013-03-23,12.1900410484135,1.99,0.92,3.06,5,1,0
ACORN-F,2013-03-24,12.7799073969043,0.605,-0.32,1.53,6,1,0
ACORN-F,2013-03-25,11.7240044734328,1.26,0.71,1.81,0,0,0
ACORN-F,2013-03-26,11.4742392329892,1.26,0.77,1.75,1,0,0
ACORN-F,2013-03-27,11.1421835801493,1.765,-0.29,3.82,2,0,0
ACORN-F,2013-03-28,10.8195820889552,1.595,-0.89,4.08,3,0,0
ACORN-F,2013-03-29,11.1534059680597,2.3949999999999996,-0.52,5.31,4,0,1
ACORN-F,2013-03-30,10.906679101791,2.9050000000000002,0.94,4.87,5,1,0
ACORN-F,2013-03-31,10.9500737304529,3.49,1.1,5.88,6,1,0
ACORN-F,2013-04-01,11.0427781707144,3.875,0.04,7.71,0,0,0
ACORN-F,2013-04-02,10.3796087278884,2.285,0.48,4.09,1,0,0
ACORN-F,2013-04-03,10.7637705828916,1.945,0.98,2.91,2,0,0
ACORN-F,2013-04-04,11.0667556955448,4.609999999999999,1.88,7.34,3,0,0
ACORN-F,2013-04-05,10.4644723010947,5.255,0.64,9.87,4,0,0
ACORN-F,2013-04-06,10.1157305381737,4.58,-1.21,10.37,5,1,0
ACORN-F,2013-04-07,10.1962143432595,6.73,3.47,9.99,6,1,0
ACORN-F,2013-04-08,9.63144157651698,6.130000000000001,3.45,8.81,0,0,0
ACORN-F,2013-04-09,9.8206828904425,6.785,2.98,10.59,1,0,0
ACORN-F,2013-04-10,9.2335508988024,8.615,5.93,11.3,2,0,0
ACORN-F,2013-04-11,9.43745000688443,9.3,7.09,11.51,3,0,0
ACORN-F,2013-04-12,9.20413533786482,8.17,4.92,11.42,4,0,0
ACORN-F,2013-04-13,9.67428607468704,15.684999999999999,11.49,19.88,5,1,0
ACORN-F,2013-04-14,9.12418813317653,12.754999999999999,10.08,15.43,6,1,0
ACORN-F,2013-04-15,8.44470654133981,13.09,9.63,16.55,0,0,0
ACORN-F,2013-04-16,8.33750457457833,13.805,9.66,17.95,1,0,0
ACORN-F,2013-04-17,8.4384529707713,11.295,8.48,14.11,2,0,0
ACORN-F,2013-04-18,8.50702871004906,9.059999999999999,6.17,11.95,3,0,0
ACORN-F,2013-04-19,8.63156974981996,8.01,2.88,13.14,4,0,0
ACORN-F,2013-04-20,8.76333640201439,7.789999999999999,1.46,14.12,5,1,0
ACORN-F,2013-04-21,9.22594489135993,10.615,6.91,14.32,6,1,0
ACORN-F,2013-04-22,8.48321279430438,15.135,10.02,20.25,0,0,0
ACORN-F,2013-04-23,7.92573313313343,14.4,9.45,19.35,1,0,0
ACORN-F,2013-04-24,7.76644783623212,16.73,11.38,22.08,2,0,0
ACORN-F,2013-04-25,7.73901331020936,10.165,7.05,13.28,3,0,0
ACORN-F,2013-04-26,8.01945580433074,7.1899999999999995,4.02,10.36,4,0,0
ACORN-F,2013-04-27,8.76475162640347,6.6,1.61,11.59,5,1,0
ACORN-F,2013-04-28,9.29502578567602,10.695,7.98,13.41,6,1,0
ACORN-F,2013-04-29,8.34126169608203,9.825000000000001,5.94,13.71,0,0,0
ACORN-F,2013-04-30,8.05247196940872,10.370000000000001,4.42,16.32,1,0,0
ACORN-F,2013-05-01,8.06248735385632,11.195,5.43,16.96,2,0,0
ACORN-F,2013-05-02,7.92798181336545,12.095,4.48,19.71,3,0,0
ACORN-F,2013-05-03,7.74848328691362,12.18,8.05,16.31,4,0,0
ACORN-F,2013-05-04,8.27008100839465,12.33,6.87,17.79,5,1,0
ACORN-F,2013-05-05,8.16585833765684,15.735,10.48,20.99,6,1,0
ACORN-F,2013-05-06,7.97663845177346,14.225000000000001,8.63,19.82,0,0,0
ACORN-F,2013-05-07,7.63614547799355,14.07,11.33,16.81,1,0,0
ACORN-F,2013-05-08,7.77749262344801,10.78,7.28,14.28,2,0,0
ACORN-F,2013-05-09,8.14007964730247,13.685,10.2,17.17,3,0,0
ACORN-F,2013-05-10,7.91833233368263,10.12,7.06,13.18,4,0,0
ACORN-F,2013-05-11,8.51874431092904,10.425,6.04,14.81,5,1,0
ACORN-F,2013-05-12,9.04657573727747,10.755,7.45,14.06,6,1,0
ACORN-F,2013-05-13,7.99336106008754,9.15,7.36,10.94,0,0,0
ACORN-F,2013-05-14,8.45387767628042,10.32,7.0,13.64,1,0,0
ACORN-F,2013-05-15,8.44803741213588,9.65,4.17,15.13,2,0,0
ACORN-F,2013-05-16,8.13835222105747,9.25,7.2,11.3,3,0,0
ACORN-F,2013-05-17,8.47791274661402,11.84,9.12,14.56,4,0,0
ACORN-F,2013-05-18,8.52519373813113,13.38,8.91,17.85,5,1,0
ACORN-F,2013-05-19,8.59819382981325,14.125,11.38,16.87,6,1,0
ACORN-F,2013-05-20,8.22770060465285,14.114999999999998,12.01,16.22,0,0,0
ACORN-F,2013-05-21,7.96811634779229,11.8,9.58,14.02,1,0,0
ACORN-F,2013-05-22,7.91941656147892,8.265,6.27,10.26,2,0,0
ACORN-F,2013-05-23,8.09921690314561,6.82,5.43,8.21,3,0,0
ACORN-F,2013-05-24,8.80035548797458,10.254999999999999,5.64,14.87,4,0,0
ACORN-F,2013-05-25,8.43082858151972,12.530000000000001,6.24,18.82,5,1,0
ACORN-F,2013-05-26,8.1367424495018,11.8,6.32,17.28,6,1,0
ACORN-F,2013-05-27,7.8967515372417,10.955,9.78,12.13,0,0,1
ACORN-F,2013-05-28,8.1739420991289,10.585,8.38,12.79,1,0,0
ACORN-F,2013-05-29,8.36167992610957,12.739999999999998,10.79,14.69,2,0,0
ACORN-F,2013-05-30,8.29914028569848,16.475,11.27,21.68,3,0,0
ACORN-F,2013-05-31,7.66197412842449,14.055,10.77,17.34,4,0,0
ACORN-F,2013-06-01,7.87194602803598,14.274999999999999,9.72,18.83,5,1,0
ACORN-F,2013-06-02,8.08924098857907,12.95,7.24,18.66,6,1,0
ACORN-F,2013-06-03,7.31788198513266,13.855,7.64,20.07,0,0,0
ACORN-F,2013-06-04,7.22522402747365,14.3,8.96,19.64,1,0,0
ACORN-F,2013-06-05,7.25951925778867,14.805,8.73,20.88,2,0,1
ACORN-F,2013-06-06,7.36435589493543,14.83,10.02,19.64,3,0,0
ACORN-F,2013-06-07,7.40106165163266,13.11,9.16,17.06,4,0,0
ACORN-F,2013-06-08,7.49781081097516,12.23,10.29,14.17,5,1,0
ACORN-F,2013-06-09,8.28219248165414,12.585,10.61,14.56,6,1,0
ACORN-F,2013-06-10,7.72872891566265,12.56,8.16,16.96,0,0,0
ACORN-F,2013-06-11,7.66032663269703,15.56,14.16,16.96,1,0,0
ACORN-F,2013-06-12,7.84093232947368,15.275,12.96,17.59,2,0,0
ACORN-F,2013-06-13,7.76472631639098,13.969999999999999,9.13,18.81,3,0,0
ACORN-F,2013-06-14,7.64757543639986,13.64,11.01,16.27,4,0,0
ACORN-F,2013-06-15,8.01910526345865,14.4,11.46,17.34,5,1,0
ACORN-F,2013-06-16,8.28147669218045,16.634999999999998,12.87,20.4,6,1,0
ACORN-F,2013-06-17,7.54896417579831,16.83,13.33,20.33,0,0,0
ACORN-F,2013-06-18,7.52993332972646,20.685,15.81,25.56,1,0,0
ACORN-F,2013-06-19,7.45674481687261,18.205,16.22,20.19,2,0,0
ACORN-F,2013-06-20,7.75007727532164,17.244999999999997,14.11,20.38,3,0,0
ACORN-F,2013-06-21,7.5852111711732,14.774999999999999,12.01,17.54,4,0,0
ACORN-F,2013-06-22,7.8380975688202,14.565000000000001,12.62,16.51,5,1,0
ACORN-F,2013-06-23,8.48945666959967,13.36,10.62,16.1,6,1,0
ACORN-F,2013-06-24,7.6856589945299,15.010000000000002,11.26,18.76,0,0,0
ACORN-F,2013-06-25,7.35243336930931,15.375,10.14,20.61,1,0,0
ACORN-F,2013-06-26,7.36178372071327,15.715,12.2,19.23,2,0,0
ACORN-F,2013-06-27,7.52802857022556,16.36,12.56,20.16,3,0,0
ACORN-F,2013-06-28,7.62671311019869,17.305,13.42,21.19,4,0,0
ACORN-F,2013-06-29,7.52465097618011,20.045,14.92,25.17,5,1,0
ACORN-F,2013-06-30,7.89826820000326,16.835,13.89,19.78,6,1,0
ACORN-F,2013-07-01,7.49425538290855,14.67,11.84,17.5,0,0,0
ACORN-F,2013-07-02,7.46166907321886,17.0,14.31,19.69,1,0,0
ACORN-F,2013-07-03,7.46713624763627,17.685000000000002,12.48,22.89,2,0,0
ACORN-F,2013-07-04,7.46506470029622,18.625,12.63,24.62,3,0,0
ACORN-F,2013-07-05,7.40457184113994,19.975,13.48,26.47,4,0,0
ACORN-F,2013-07-06,7.6717927668527,21.135,14.99,27.28,5,1,0
ACORN-F,2013-07-07,8.08402348533651,20.085,14.99,25.18,6,1,0
ACORN-F,2013-07-08,7.63329355684051,18.81,12.01,25.61,0,0,0
ACORN-F,2013-07-09,7.43483515048456,18.275,13.36,23.19,1,0,0
ACORN-F,2013-07-10,7.34678464734851,16.84,11.99,21.69,2,0,0
ACORN-F,2013-07-11,7.27634992579186,17.965,12.01,23.92,3,0,0
ACORN-F,2013-07-12,7.46166548437616,22.085,15.01,29.16,4,0,0
ACORN-F,2013-07-13,7.61592530995184,22.555,17.28,27.83,5,1,0
ACORN-F,2013-07-14,8.01545281972876,23.630000000000003,17.96,29.3,6,1,0
ACORN-F,2013-07-15,7.6507798084805,23.115000000000002,17.03,29.2,0,0,0
ACORN-F,2013-07-16,7.8107811008537,23.71,17.14,30.28,1,0,0
ACORN-F,2013-07-17,7.7512306506592,22.53,17.5,27.56,2,0,0
ACORN-F,2013-07-18,7.65200597397191,21.445,15.62,27.27,3,0,0
ACORN-F,2013-07-19,7.62980394781831,19.415,16.34,22.49,4,0,0
ACORN-F,2013-07-20,7.80488556493414,21.435000000000002,16.84,26.03,5,1,0
ACORN-F,2013-07-21,7.87856607981681,24.685,17.21,32.16,6,1,0
ACORN-F,2013-07-22,7.71415250380278,23.21,19.29,27.13,0,0,0
ACORN-F,2013-07-23,7.77507506075951,20.915,15.59,26.24,1,0,0
ACORN-F,2013-07-24,7.47813761532101,20.88,16.63,25.13,2,0,0
ACORN-F,2013-07-25,7.64677034004388,20.725,15.26,26.19,3,0,0
ACORN-F,2013-07-26,7.43258944284227,21.05,14.82,27.28,4,0,0
ACORN-F,2013-07-27,7.6707647488815,19.240000000000002,15.34,23.14,5,1,0
ACORN-F,2013-07-28,7.86429565615085,19.42,16.48,22.36,6,1,0
ACORN-F,2013-07-29,7.57991703878292,18.275,15.64,20.91,0,0,0
ACORN-F,2013-07-30,7.55600128827976,20.025,16.49,23.56,1,0,0
ACORN-F,2013-07-31,7.52238371781965,24.689999999999998,16.98,32.4,2,0,0
ACORN-F,2013-08-01,7.46659320592689,21.025,17.41,24.64,3,0,0
ACORN-F,2013-08-02,7.55087146508617,19.265,15.36,23.17,4,0,0
ACORN-F,2013-08-03,7.4578953079644,18.884999999999998,14.79,22.98,5,1,0
ACORN-F,2013-08-04,7.79708484818182,19.475,16.23,22.72,6,1,0
ACORN-F,2013-08-05,7.55689848484848,17.17,12.23,22.11,0,0,0
ACORN-F,2013-08-06,7.31639614040371,18.23,14.97,21.49,1,0,0
ACORN-F,2013-08-07,7.23977008427652,17.82,11.83,23.81,2,0,0
ACORN-F,2013-08-08,7.26378342169281,19.765,15.68,23.85,3,0,0
ACORN-F,2013-08-09,7.35684154094249,17.915,14.1,21.73,4,0,0
ACORN-F,2013-08-10,7.2630493026625,19.09,15.42,22.76,5,1,0
ACORN-F,2013-08-11,7.53057359620637,16.98,13.57,20.39,6,1,0
ACORN-F,2013-08-12,7.2541296068368,15.63,11.46,19.8,0,0,0
ACORN-F,2013-08-13,7.20588098833379,16.54,11.04,22.04,1,0,0
ACORN-F,2013-08-14,7.14659615255856,20.05,16.64,23.46,2,0,0
ACORN-F,2013-08-15,7.42085916049018,19.32,16.98,21.66,3,0,0
ACORN-F,2013-08-16,7.36572742500691,17.169999999999998,14.12,20.22,4,0,0
ACORN-F,2013-08-17,7.56094403360103,19.17,15.92,22.42,5,1,0
ACORN-F,2013-08-18,7.86240974383515,17.35,12.68,22.02,6,1,0
ACORN-F,2013-08-19,7.35118069754613,17.845,12.16,23.53,0,0,0
ACORN-F,2013-08-20,7.26225616449199,19.145,12.72,25.57,1,0,0
ACORN-F,2013-08-21,7.30968866899187,18.835,16.54,21.13,2,0,0
ACORN-F,2013-08-22,7.69908206871606,21.185000000000002,16.34,26.03,3,0,0
ACORN-F,2013-08-23,7.48587803519061,17.225,14.94,19.51,4,0,0
ACORN-F,2013-08-24,7.93392071321278,17.96,13.18,22.74,5,1,0
ACORN-F,2013-08-25,7.84321936587949,20.345,16.37,24.32,6,1,0
ACORN-F,2013-08-26,7.65897560929878,17.8,12.82,22.78,0,0,1
ACORN-F,2013-08-27,7.48202660020441,17.915,12.45,23.38,1,0,0
ACORN-F,2013-08-28,7.38248858401827,18.675,14.16,23.19,2,0,0
ACORN-F,2013-08-29,7.3153318109589,19.685000000000002,15.34,24.03,3,0,0
ACORN-F,2013-08-30,7.49934085583813,17.045,14.22,19.87,4,0,0
ACORN-F,2013-08-31,7.5623553992126,15.620000000000001,10.17,21.07,5,1,0
ACORN-F,2013-09-01,7.82510660865593,18.41,11.88,24.94,6,1,0
ACORN-F,2013-09-02,7.56027249879701,18.98,14.04,23.92,0,0,0
ACORN-F,2013-09-03,7.56585305450777,20.564999999999998,14.09,27.04,1,0,0
ACORN-F,2013-09-04,7.60850202598236,21.975,15.46,28.49,2,0,0
ACORN-F,2013-09-05,7.60553087539681,15.79,13.26,18.32,3,0,0
ACORN-F,2013-09-06,7.71646303443865,14.545,11.39,17.7,4,0,0
ACORN-F,2013-09-07,7.7993479144483,12.995000000000001,9.13,16.86,5,1,0
ACORN-F,2013-09-08,8.13781653164421,9.915,9.2,10.63,6,1,0
ACORN-F,2013-09-09,8.04236350834235,13.015,9.38,16.65,0,0,0
ACORN-F,2013-09-10,7.94142727118513,14.48,12.47,16.49,1,0,0
ACORN-F,2013-09-11,8.12990091295732,15.3,12.58,18.02,2,0,0
ACORN-F,2013-09-12,7.89389376669266,16.435,14.78,18.09,3,0,0
ACORN-F,2013-09-13,8.18325405345696,11.575,9.3,13.85,4,0,0
ACORN-F,2013-09-14,8.63241253384609,11.04,6.72,15.36,5,1,0
ACORN-F,2013-09-15,9.26488764598224,11.16,8.24,14.08,6,1,0
ACORN-F,2013-09-16,8.38195626854827,10.945,8.19,13.7,0,0,0
ACORN-F,2013-09-17,8.5046864543379,12.975,10.77,15.18,1,0,0
ACORN-F,2013-09-18,8.2688869096017,12.085,8.33,15.84,2,0,0
ACORN-F,2013-09-19,8.55233553934389,14.125,9.84,18.41,3,0,0
ACORN-F,2013-09-20,8.35025520924648,14.254999999999999,10.33,18.18,4,0,0
ACORN-F,2013-09-21,8.44557596388034,16.545,14.25,18.84,5,1,0
ACORN-F,2013-09-22,8.88956823994825,16.335,13.03,19.64,6,1,0
ACORN-F,2013-09-23,8.26322703578531,16.5,11.53,21.47,0,0,0
ACORN-F,2013-09-24,7.99932083797456,17.27,13.67,20.87,1,0,0
ACORN-F,2013-09-25,7.97227916583377,16.0,13.12,18.88,2,0,0
ACORN-F,2013-09-26,7.99928494593216,13.785,10.58,16.99,3,0,0
ACORN-F,2013-09-27,7.92661134428202,15.395,12.43,18.36,4,0,0
ACORN-F,2013-09-28,8.34730027554403,15.399999999999999,13.44,17.36,5,1,0
ACORN-F,2013-09-29,8.77447103719512,16.009999999999998,13.21,18.81,6,1,0
ACORN-F,2013-09-30,8.21617524267818,14.52,11.76,17.28,0,0,0
ACORN-F,2013-10-01,8.28659994529142,16.32,13.62,19.02,1,0,0
ACORN-F,2013-10-02,8.09403662627953,16.24,14.03,18.45,2,0,0
ACORN-F,2013-10-03,8.25791437247706,18.025,15.23,20.82,3,0,0
ACORN-F,2013-10-04,8.07466250801175,15.805,13.67,17.94,4,0,0
ACORN-F,2013-10-05,8.40566872987881,13.975000000000001,8.76,19.19,5,1,0
ACORN-F,2013-10-06,8.61809460628999,14.469999999999999,10.37,18.57,6,1,0
ACORN-F,2013-10-07,8.31680907858688,16.490000000000002,13.36,19.62,0,0,0
ACORN-F,2013-10-08,8.11767824697191,12.76,9.04,16.48,1,0,0
ACORN-F,2013-10-09,8.15376346368092,9.71,7.6,11.82,2,0,0
ACORN-F,2013-10-10,8.56288996852658,10.91,8.66,13.16,3,0,0
ACORN-F,2013-10-11,9.03480658463282,11.315000000000001,8.46,14.17,4,0,0
ACORN-F,2013-10-12,8.78471363062787,10.17,8.87,11.47,5,1,0
ACORN-F,2013-10-13,10.1043204771389,9.98,8.62,11.34,6,1,0
ACORN-F,2013-10-14,9.08863038596068,10.665,8.75,12.58,0,0,0
ACORN-F,2013-10-15,8.86288496993865,10.815,6.76,14.87,1,0,0
ACORN-F,2013-10-16,9.1496482405181,14.555,11.82,17.29,2,0,0
ACORN-F,2013-10-17,8.67637545323639,13.83,10.5,17.16,3,0,0
ACORN-F,2013-10-18,8.63492121804325,15.365,13.21,17.52,4,0,0
ACORN-F,2013-10-19,8.85600255687333,14.6,12.16,17.04,5,1,0
ACORN-F,2013-10-20,9.58646307784615,15.395,13.26,17.53,6,1,0
ACORN-F,2013-10-21,8.6733335828733,15.91,13.79,18.03,0,0,0
ACORN-F,2013-10-22,8.53006787229642,13.260000000000002,9.99,16.53,1,0,0
ACORN-F,2013-10-23,8.45929916965714,11.870000000000001,6.83,16.91,2,0,0
ACORN-F,2013-10-24,8.505126152,15.815,13.16,18.47,3,0,0
ACORN-F,2013-10-25,8.4162841541815,15.5,14.34,16.66,4,0,0
ACORN-F,2013-10-26,8.76753312758089,13.765,11.66,15.87,5,1,0
ACORN-F,2013-10-27,9.51663070774037,,,,6,1,0
ACORN-F,2013-10-28,9.0346545717235,12.53,9.0,16.06,0,0,0
ACORN-F,2013-10-29,9.05182596008966,9.620000000000001,6.86,12.38,1,0,0
ACORN-F,2013-10-30,9.0704300373026,9.02,4.47,13.57,2,0,0
ACORN-F,2013-10-31,9.20102899000615,12.36,11.61,13.11,3,0,0
ACORN-F,2013-11-01,9.03970715873733,12.725000000000001,11.48,13.97,4,0,0
ACORN-F,2013-11-02,9.21582401283344,12.675,10.27,15.08,5,1,0
ACORN-F,2013-11-03,10.0304276708221,9.495,7.56,11.43,6,1,0
ACORN-F,2013-11-04,9.38665247482989,7.380000000000001,4.78,9.98,0,0,0
ACORN-F,2013-11-05,9.58076248934427,8.4,4.41,12.39,1,0,0
ACORN-F,2013-11-06,9.63403848926104,12.09,9.31,14.87,2,0,0
ACORN-F,2013-11-07,9.20968954886936,11.035,7.37,14.7,3,0,0
ACORN-F,2013-11-08,9.55909539663618,8.145,5.29,11.0,4,0,0
ACORN-F,2013-11-09,10.44687031379,5.17,3.28,7.06,5,1,0
ACORN-F,2013-11-10,10.7672439210585,5.9,2.58,9.22,6,1,0
ACORN-F,2013-11-11,9.90868229492088,7.58,2.53,12.63,0,0,0
ACORN-F,2013-11-12,9.51300437889554,9.594999999999999,6.08,13.11,1,0,0
ACORN-F,2013-11-13,9.67727229245984,6.0249999999999995,2.11,9.94,2,0,0
ACORN-F,2013-11-14,9.83325878956686,7.3999999999999995,5.18,9.62,3,0,0
ACORN-F,2013-11-15,9.90492483717018,6.29,3.33,9.25,4,0,0
ACORN-F,2013-11-16,10.3930872920222,5.26,1.38,9.14,5,1,0
ACORN-F,2013-11-17,10.8196248015504,8.925,8.28,9.57,6,1,0
ACORN-F,2013-11-18,9.90375140479616,8.335,7.37,9.3,0,0,0
ACORN-F,2013-11-19,10.0960728469868,3.69,0.6,6.78,1,0,0
ACORN-F,2013-11-20,10.6209550301958,2.5549999999999997,-1.27,6.38,2,0,0
ACORN-F,2013-11-21,10.5062833818137,5.515000000000001,3.12,7.91,3,0,0
ACORN-F,2013-11-22,10.4918878585735,5.705,3.52,7.89,4,0,0
ACORN-F,2013-11-23,10.7664642723055,5.41,3.41,7.41,5,1,0
ACORN-F,2013-11-24,11.2677422627377,6.539999999999999,5.06,8.02,6,1,0
ACORN-F,2013-11-25,10.4447671035019,5.915,4.54,7.29,0,0,0
ACORN-F,2013-11-26,10.4105117344881,5.08,2.93,7.23,1,0,0
ACORN-F,2013-11-27,10.0808040884563,8.05,5.78,10.32,2,0,0
ACORN-F,2013-11-28,9.83734493646168,8.99,8.08,9.9,3,0,0
ACORN-F,2013-11-29,9.94198937453469,8.37,6.56,10.18,4,0,0
ACORN-F,2013-11-30,10.4573910045247,5.955,3.53,8.38,5,1,0
ACORN-F,2013-12-01,11.3079214027734,5.925,2.43,9.42,6,1,0
ACORN-F,2013-12-02,10.1708208087183,8.004999999999999,6.59,9.42,0,0,0
ACORN-F,2013-12-03,10.3053000328255,5.4399999999999995,3.66,7.22,1,0,0
ACORN-F,2013-12-04,10.250974562499,5.63,2.35,8.91,2,0,0
ACORN-F,2013-12-05,10.7400919103044,5.685,1.08,10.29,3,0,0
ACORN-F,2013-12-06,10.5998908285711,5.29,2.73,7.85,4,0,0
ACORN-F,2013-12-07,10.8133355025907,7.635,6.55,8.72,5,1,0
ACORN-F,2013-12-08,10.9160275026607,8.165,5.09,11.24,6,1,0
ACORN-F,2013-12-09,9.92317836886268,8.035,5.06,11.01,0,0,0
ACORN-F,2013-12-10,10.246222569906,5.545,2.06,9.03,1,0,0
ACORN-F,2013-12-11,10.3700716768965,4.23,2.06,6.4,2,0,0
ACORN-F,2013-12-12,10.414169055627,5.25,1.52,8.98,3,0,0
ACORN-F,2013-12-13,10.2390922061565,9.940000000000001,8.15,11.73,4,0,0
ACORN-F,2013-12-14,10.6923407034748,7.5600000000000005,3.79,11.33,5,1,0
ACORN-F,2013-12-15,11.1984335601007,10.325,8.11,12.54,6,1,0
ACORN-F,2013-12-16,10.1965761747443,10.42,7.95,12.89,0,0,0
ACORN-F,2013-12-17,10.2962558414246,6.005000000000001,4.61,7.4,1,0,0
ACORN-F,2013-12-18,10.2345988205874,7.6499999999999995,5.01,10.29,2,0,0
ACORN-F,2013-12-19,10.421086865776,6.6899999999999995,3.68,9.7,3,0,0
ACORN-F,2013-12-20,10.3723985194153,6.525,2.63,10.42,4,0,0
ACORN-F,2013-12-21,11.0554901870959,10.68,9.41,11.95,5,1,0
ACORN-F,2013-12-22,11.0808846730789,7.4399999999999995,4.81,10.07,6,1,0
ACORN-F,2013-12-23,10.9368116238653,8.545,5.14,11.95,0,0,0
ACORN-F,2013-12-24,10.8549700316919,8.68,5.43,11.93,1,0,0
ACORN-F,2013-12-25,11.3158551636531,5.465,3.74,7.19,2,0,1
ACORN-F,2013-12-26,10.3007867026744,5.255,2.87,7.64,3,0,1
ACORN-F,2013-12-27,10.7411485372374,9.23,7.47,10.99,4,0,0
ACORN-F,2013-12-28,10.3958771327662,5.335,2.86,7.81,5,1,0
ACORN-F,2013-12-29,10.9962327902707,4.14,0.72,7.56,6,1,0
ACORN-F,2013-12-30,10.9931459992151,8.31,6.4,10.22,0,0,0
ACORN-F,2013-12-31,10.9146832247482,8.065,5.77,10.36,1,0,0
ACORN-F,2014-01-01,11.4526098138792,8.965,6.59,11.34,2,0,1
ACORN-F,2014-01-02,10.4412035775852,8.645,6.54,10.75,3,0,0
ACORN-F,2014-01-03,10.6702915351097,8.75,7.01,10.49,4,0,0
ACORN-F,2014-01-04,10.8324623775948,6.82,4.06,9.58,5,1,0
ACORN-F,2014-01-05,11.5330310208912,6.840000000000001,1.72,11.96,6,1,0
ACORN-F,2014-01-06,10.3410238171964,10.955,9.34,12.57,0,0,0
ACORN-F,2014-01-07,10.2997080047096,10.18,8.98,11.38,1,0,0
ACORN-F,2014-01-08,9.80076793386685,9.495,7.37,11.62,2,0,0
ACORN-F,2014-01-09,10.1568953607189,8.435,4.86,12.01,3,0,0
ACORN-F,2014-01-10,10.2998451237386,6.41,2.68,10.14,4,0,0
ACORN-F,2014-01-11,10.5639710474546,4.805,1.02,8.59,5,1,0
ACORN-F,2014-01-12,11.9042662421751,4.6450000000000005,0.38,8.91,6,1,0
ACORN-Q,2012-07-01,7.26681629129728,15.024999999999999,12.47,17.58,6,1,0
ACORN-Q,2012-07-02,6.84509869797431,17.119999999999997,15.43,18.81,0,0,0
