Acorn,Date,Conso_kWh,temperatureMean,temperatureMin,temperatureMax,weekday,is_weekend,is_holiday
ACORN-Q,2013-05-30,6.96385426890771,16.475,11.27,21.68,3,0,0
ACORN-Q,2013-05-31,6.65839655857725,14.055,10.77,17.34,4,0,0
ACORN-Q,2013-06-01,6.74818668969958,14.274999999999999,9.72,18.83,5,1,0
ACORN-Q,2013-06-02,6.95446085959596,12.95,7.24,18.66,6,1,0
ACORN-Q,2013-06-03,6.41368443139154,13.855,7.64,20.07,0,0,0
ACORN-Q,2013-06-04,6.26007367927521,14.3,8.96,19.64,1,0,0
ACORN-Q,2013-06-05,6.34879964704016,14.805,8.73,20.88,2,0,1
ACORN-Q,2013-06-06,6.39675392087025,14.83,10.02,19.64,3,0,0
ACORN-Q,2013-06-07,6.30977651527778,13.11,9.16,17.06,4,0,0
ACORN-Q,2013-06-08,6.70032646121176,12.23,10.29,14.17,5,1,0
ACORN-Q,2013-06-09,7.18175945396038,12.585,10.61,14.56,6,1,0
ACORN-Q,2013-06-10,6.64750497369996,12.56,8.16,16.96,0,0,0
ACORN-Q,2013-06-11,6.52122217811496,15.56,14.16,16.96,1,0,0
ACORN-Q,2013-06-12,6.71484018162948,15.275,12.96,17.59,2,0,0
ACORN-Q,2013-06-13,6.66082422958301,13.969999999999999,9.13,18.81,3,0,0
ACORN-Q,2013-06-14,6.47497958700717,13.64,11.01,16.27,4,0,0
ACORN-Q,2013-06-15,6.99899746489227,14.4,11.46,17.34,5,1,0
ACORN-Q,2013-06-16,7.09867605744926,16.634999999999998,12.87,20.4,6,1,0
ACORN-Q,2013-06-17,6.54666232351206,16.83,13.33,20.33,0,0,0
ACORN-Q,2013-06-18,6.56247444856516,20.685,15.81,25.56,1,0,0
ACORN-Q,2013-06-19,6.38549168969856,18.205,16.22,20.19,2,0,0
ACORN-Q,2013-06-20,6.50744810240506,17.244999999999997,14.11,20.38,3,0,0
ACORN-Q,2013-06-21,6.47407868790633,14.774999999999999,12.01,17.54,4,0,0
ACORN-Q,2013-06-22,6.80885463972689,14.565000000000001,12.62,16.51,5,1,0
ACORN-Q,2013-06-23,7.16196344867296,13.36,10.62,16.1,6,1,0
ACORN-Q,2013-06-24,6.49282762469515,15.010000000000002,11.26,18.76,0,0,0
ACORN-Q,2013-06-25,6.37194607781149,15.375,10.14,20.61,1,0,0
ACORN-Q,2013-06-26,6.34736540106886,15.715,12.2,19.23,2,0,0
ACORN-Q,2013-06-27,6.29437052244797,16.36,12.56,20.16,3,0,0
ACORN-Q,2013-06-28,6.44819233474296,17.305,13.42,21.19,4,0,0
ACORN-Q,2013-06-29,6.55768729515949,20.045,14.92,25.17,5,1,0
ACORN-Q,2013-06-30,6.85968027748877,16.835,13.89,19.78,6,1,0
ACORN-Q,2013-07-01,6.4671302460226,14.67,11.84,17.5,0,0,0
ACORN-Q,2013-07-02,6.60065031374022,17.0,14.31,19.69,1,0,0
ACORN-Q,2013-07-03,6.52424378444956,17.685000000000002,12.48,22.89,2,0,0
ACORN-Q,2013-07-04,6.39734020361812,18.625,12.63,24.62,3,0,0
ACORN-Q,2013-07-05,6.46584602027676,19.975,13.48,26.47,4,0,0
ACORN-Q,2013-07-06,6.65365083202906,21.135,14.99,27.28,5,1,0
ACORN-Q,2013-07-07,6.94751670188817,20.085,14.99,25.18,6,1,0
ACORN-Q,2013-07-08,6.41871413766195,18.81,12.01,25.61,0,0,0
ACORN-Q,2013-07-09,6.42652009952481,18.275,13.36,23.19,1,0,0
ACORN-Q,2013-07-10,6.51040774982799,16.84,11.99,21.69,2,0,0
ACORN-Q,2013-07-11,6.31707325290304,17.965,12.01,23.92,3,0,0
ACORN-Q,2013-07-12,6.27439390279543,22.085,15.01,29.16,4,0,0
ACORN-Q,2013-07-13,6.48274567367722,22.555,17.28,27.83,5,1,0
ACORN-Q,2013-07-14,6.9414439068858,23.630000000000003,17.96,29.3,6,1,0
ACORN-Q,2013-07-15,6.53423535924737,23.115000000000002,17.03,29.2,0,0,0
ACORN-Q,2013-07-16,6.672298129796,23.71,17.14,30.28,1,0,0
ACORN-Q,2013-07-17,6.6621591440176,22.53,17.5,27.56,2,0,0
ACORN-Q,2013-07-18,6.60007078141829,21.445,15.62,27.27,3,0,0
ACORN-Q,2013-07-19,6.40228997845675,19.415,16.34,22.49,4,0,0
ACORN-Q,2013-07-20,6.57977596312645,21.435000000000002,16.84,26.03,5,1,0
ACORN-Q,2013-07-21,6.93174544791918,24.685,17.21,32.16,6,1,0
ACORN-Q,2013-07-22,6.62193334935916,23.21,19.29,27.13,0,0,0
ACORN-Q,2013-07-23,6.73718967118485,20.915,15.59,26.24,1,0,0
ACORN-Q,2013-07-24,6.57138539889038,20.88,16.63,25.13,2,0,0
ACORN-Q,2013-07-25,6.50733509375253,20.725,15.26,26.19,3,0,0
ACORN-Q,2013-07-26,6.30315677028484,21.05,14.82,27.28,4,0,0
ACORN-Q,2013-07-27,6.71332519246161,19.240000000000002,15.34,23.14,5,1,0
ACORN-Q,2013-07-28,6.77676636246694,19.42,16.48,22.36,6,1,0
ACORN-Q,2013-07-29,6.44724680332481,18.275,15.64,20.91,0,0,0
ACORN-Q,2013-07-30,6.540240339313,20.025,16.49,23.56,1,0,0
ACORN-Q,2013-07-31,6.46325344297948,24.689999999999998,16.98,32.4,2,0,0
ACORN-Q,2013-08-01,6.50790455519355,21.025,17.41,24.64,3,0,0
ACORN-Q,2013-08-02,6.5037280664182,19.265,15.36,23.17,4,0,0
ACORN-Q,2013-08-03,6.4466797801195,18.884999999999998,14.79,22.98,5,1,0
ACORN-Q,2013-08-04,6.72136666692308,19.475,16.23,22.72,6,1,0
ACORN-Q,2013-08-05,6.52936865861256,17.17,12.23,22.11,0,0,0
ACORN-Q,2013-08-06,6.35868379265268,18.23,14.97,21.49,1,0,0
ACORN-Q,2013-08-07,6.33497371487428,17.82,11.83,23.81,2,0,0
ACORN-Q,2013-08-08,6.25790445668275,19.765,15.68,23.85,3,0,0
ACORN-Q,2013-08-09,6.20238647030955,17.915,14.1,21.73,4,0,0
ACORN-Q,2013-08-10,6.28567619262384,19.09,15.42,22.76,5,1,0
ACORN-Q,2013-08-11,6.49996480876431,16.98,13.57,20.39,6,1,0
ACORN-Q,2013-08-12,6.23541528206461,15.63,11.46,19.8,0,0,0
ACORN-Q,2013-08-13,6.21751321550937,16.54,11.04,22.04,1,0,0
ACORN-Q,2013-08-14,6.1944670692847,20.05,16.64,23.46,2,0,0
ACORN-Q,2013-08-15,6.20679431682157,19.32,16.98,21.66,3,0,0
ACORN-Q,2013-08-16,6.25169849925377,17.169999999999998,14.12,20.22,4,0,0
ACORN-Q,2013-08-17,6.38868569318574,19.17,15.92,22.42,5,1,0
ACORN-Q,2013-08-18,6.49897322308233,17.35,12.68,22.02,6,1,0
ACORN-Q,2013-08-19,6.18475167940266,17.845,12.16,23.53,0,0,0
ACORN-Q,2013-08-20,6.19140783497663,19.145,12.72,25.57,1,0,0
ACORN-Q,2013-08-21,6.11837342269398,18.835,16.54,21.13,2,0,0
ACORN-Q,2013-08-22,6.33254573799292,21.185000000000002,16.34,26.03,3,0,0
ACORN-Q,2013-08-23,6.2650088024745,17.225,14.94,19.51,4,0,0
ACORN-Q,2013-08-24,6.67518184473261,17.96,13.18,22.74,5,1,0
ACORN-Q,2013-08-25,6.50017396868557,20.345,16.37,24.32,6,1,0
ACORN-Q,2013-08-26,6.41407972136306,17.8,12.82,22.78,0,0,1
ACORN-Q,2013-08-27,6.25453652315291,17.915,12.45,23.38,1,0,0
ACORN-Q,2013-08-28,6.24276349627249,18.675,14.16,23.19,2,0,0
ACORN-Q,2013-08-29,6.23521023960194,19.685000000000002,15.34,24.03,3,0,0
ACORN-Q,2013-08-30,6.3586924961256,17.045,14.22,19.87,4,0,0
ACORN-Q,2013-08-31,6.40548287285825,15.620000000000001,10.17,21.07,5,1,0
ACORN-Q,2013-09-01,6.73649693764799,18.41,11.88,24.94,6,1,0
ACORN-Q,2013-09-02,6.35915035886592,18.98,14.04,23.92,0,0,0
ACORN-Q,2013-09-03,6.37240499573277,20.564999999999998,14.09,27.04,1,0,0
ACORN-Q,2013-09-04,6.39314569937414,21.975,15.46,28.49,2,0,0
ACORN-Q,2013-09-05,6.44071595520907,15.79,13.26,18.32,3,0,0
ACORN-Q,2013-09-06,6.46103901614114,14.545,11.39,17.7,4,0,0
ACORN-Q,2013-09-07,6.6758466943989,12.995000000000001,9.13,16.86,5,1,0
ACORN-Q,2013-09-08,6.93982647879177,9.915,9.2,10.63,6,1,0
ACORN-Q,2013-09-09,6.68769053597585,13.015,9.38,16.65,0,0,0
ACORN-Q,2013-09-10,6.63241687143536,14.48,12.47,16.49,1,0,0
ACORN-Q,2013-09-11,6.83567046934011,15.3,12.58,18.02,2,0,0
ACORN-Q,2013-09-12,6.55356078480904,16.435,14.78,18.09,3,0,0
ACORN-Q,2013-09-13,6.65351109653725,11.575,9.3,13.85,4,0,0
ACORN-Q,2013-09-14,7.14403683121741,11.04,6.72,15.36,5,1,0
ACORN-Q,2013-09-15,7.4951548487747,11.16,8.24,14.08,6,1,0
ACORN-Q,2013-09-16,6.74602805238618,10.945,8.19,13.7,0,0,0
ACORN-Q,2013-09-17,6.8803950739435,12.975,10.77,15.18,1,0,0
ACORN-Q,2013-09-18,6.79683871096774,12.085,8.33,15.84,2,0,0
ACORN-Q,2013-09-19,6.87982005103376,14.125,9.84,18.41,3,0,0
ACORN-Q,2013-09-20,6.71938590686093,14.254999999999999,10.33,18.18,4,0,0
ACORN-Q,2013-09-21,7.13819232308243,16.545,14.25,18.84,5,1,0
ACORN-Q,2013-09-22,7.40378432780572,16.335,13.03,19.64,6,1,0
ACORN-Q,2013-09-23,6.82299586897868,16.5,11.53,21.47,0,0,0
ACORN-Q,2013-09-24,6.65545788868173,17.27,13.67,20.87,1,0,0
ACORN-Q,2013-09-25,6.71162107456519,16.0,13.12,18.88,2,0,0
ACORN-Q,2013-09-26,6.6964211881137,13.785,10.58,16.99,3,0,0
ACORN-Q,2013-09-27,6.64002684356284,15.395,12.43,18.36,4,0,0
ACORN-Q,2013-09-28,7.08351982320326,15.399999999999999,13.44,17.36,5,1,0
ACORN-Q,2013-09-29,7.37123809337284,16.009999999999998,13.21,18.81,6,1,0
ACORN-Q,2013-09-30,6.85075210521391,14.52,11.76,17.28,0,0,0
ACORN-Q,2013-10-01,6.8603315487844,16.32,13.62,19.02,1,0,0
ACORN-Q,2013-10-02,6.86713934143078,16.24,14.03,18.45,2,0,0
ACORN-Q,2013-10-03,6.83971418284971,18.025,15.23,20.82,3,0,0
ACORN-Q,2013-10-04,6.81115396752246,15.805,13.67,17.94,4,0,0
ACORN-Q,2013-10-05,7.13730103229974,13.975000000000001,8.76,19.19,5,1,0
ACORN-Q,2013-10-06,7.39950361247951,14.469999999999999,10.37,18.57,6,1,0
ACORN-Q,2013-10-07,6.88124925169745,16.490000000000002,13.36,19.62,0,0,0
ACORN-Q,2013-10-08,6.78632452683477,12.76,9.04,16.48,1,0,0
ACORN-Q,2013-10-09,6.96220668852118,9.71,7.6,11.82,2,0,0
ACORN-Q,2013-10-10,6.97508842719225,10.91,8.66,13.16,3,0,0
ACORN-Q,2013-10-11,7.35992946395858,11.315000000000001,8.46,14.17,4,0,0
ACORN-Q,2013-10-12,7.42502872118753,10.17,8.87,11.47,5,1,0
ACORN-Q,2013-10-13,8.18485440125581,9.98,8.62,11.34,6,1,0
ACORN-Q,2013-10-14,7.42624547945599,10.665,8.75,12.58,0,0,0
ACORN-Q,2013-10-15,7.16766936412814,10.815,6.76,14.87,1,0,0
ACORN-Q,2013-10-16,7.31630163671287,14.555,11.82,17.29,2,0,0
ACORN-Q,2013-10-17,7.1169097221305,13.83,10.5,17.16,3,0,0
ACORN-Q,2013-10-18,6.98734008167073,15.365,13.21,17.52,4,0,0
ACORN-Q,2013-10-19,7.36525114393079,14.6,12.16,17.04,5,1,0
ACORN-Q,2013-10-20,7.89499871289432,15.395,13.26,17.53,6,1,0
ACORN-Q,2013-10-21,7.20824606682135,15.91,13.79,18.03,0,0,0
ACORN-Q,2013-10-22,7.14621632885647,13.260000000000002,9.99,16.53,1,0,0
ACORN-Q,2013-10-23,6.9918073339969,11.870000000000001,6.83,16.91,2,0,0
ACORN-Q,2013-10-24,6.95267945980799,15.815,13.16,18.47,3,0,0
ACORN-Q,2013-10-25,6.90866445725501,15.5,14.34,16.66,4,0,0
ACORN-Q,2013-10-26,7.48725786075994,13.765,11.66,15.87,5,1,0
ACORN-Q,2013-10-27,7.77568744191083,,,,6,1,0
ACORN-Q,2013-10-28,7.54477018763342,12.53,9.0,16.06,0,0,0
ACORN-Q,2013-10-29,7.55712163573713,9.620000000000001,6.86,12.38,1,0,0
ACORN-Q,2013-10-30,7.35527992566354,9.02,4.47,13.57,2,0,0
ACORN-Q,2013-10-31,7.45279783830395,12.36,11.61,13.11,3,0,0
ACORN-Q,2013-11-01,7.37601677607085,12.725000000000001,11.48,13.97,4,0,0
ACORN-Q,2013-11-02,7.4669561639293,12.675,10.27,15.08,5,1,0
ACORN-Q,2013-11-03,8.14306166797976,9.495,7.56,11.43,6,1,0
ACORN-Q,2013-11-04,7.48668645583001,7.380000000000001,4.78,9.98,0,0,0
ACORN-Q,2013-11-05,7.81862642697471,8.4,4.41,12.39,1,0,0
ACORN-Q,2013-11-06,7.65736645033186,12.09,9.31,14.87,2,0,0
ACORN-Q,2013-11-07,7.44621667155032,11.035,7.37,14.7,3,0,0
ACORN-Q,2013-11-08,7.63996807912878,8.145,5.29,11.0,4,0,0
ACORN-Q,2013-11-09,8.25819091476194,5.17,3.28,7.06,5,1,0
ACORN-Q,2013-11-10,8.53565550692837,5.9,2.58,9.22,6,1,0
ACORN-Q,2013-11-11,7.97618579459271,7.58,2.53,12.63,0,0,0
ACORN-Q,2013-11-12,7.47284073155086,9.594999999999999,6.08,13.11,1,0,0
ACORN-Q,2013-11-13,7.66116865180341,6.0249999999999995,2.11,9.94,2,0,0
ACORN-Q,2013-11-14,7.75394941108571,7.3999999999999995,5.18,9.62,3,0,0
ACORN-Q,2013-11-15,7.74030317876712,6.29,3.33,9.25,4,0,0
ACORN-Q,2013-11-16,8.26723197791639,5.26,1.38,9.14,5,1,0
ACORN-Q,2013-11-17,8.68777429219539,8.925,8.28,9.57,6,1,0
ACORN-Q,2013-11-18,8.00164578933243,8.335,7.37,9.3,0,0,0
ACORN-Q,2013-11-19,7.91713903091635,3.69,0.6,6.78,1,0,0
ACORN-Q,2013-11-20,8.1946239141697,2.5549999999999997,-1.27,6.38,2,0,0
ACORN-Q,2013-11-21,8.0338585925568,5.515000000000001,3.12,7.91,3,0,0
ACORN-Q,2013-11-22,8.01011823895886,5.705,3.52,7.89,4,0,0
ACORN-Q,2013-11-23,8.56546664278367,5.41,3.41,7.41,5,1,0
ACORN-Q,2013-11-24,8.90047634450433,6.539999999999999,5.06,8.02,6,1,0
ACORN-Q,2013-11-25,8.00544467388031,5.915,4.54,7.29,0,0,0
ACORN-Q,2013-11-26,8.09422523156855,5.08,2.93,7.23,1,0,0
ACORN-Q,2013-11-27,8.07012276610405,8.05,5.78,10.32,2,0,0
ACORN-Q,2013-11-28,7.80235607402149,8.99,8.08,9.9,3,0,0
ACORN-Q,2013-11-29,7.86366750626582,8.37,6.56,10.18,4,0,0
ACORN-Q,2013-11-30,8.38986164044972,5.955,3.53,8.38,5,1,0
ACORN-Q,2013-12-01,8.78203502788085,5.925,2.43,9.42,6,1,0
ACORN-Q,2013-12-02,8.01443945030446,8.004999999999999,6.59,9.42,0,0,0
ACORN-Q,2013-12-03,8.00506964362681,5.4399999999999995,3.66,7.22,1,0,0
ACORN-Q,2013-12-04,8.10213352130213,5.63,2.35,8.91,2,0,0
ACORN-Q,2013-12-05,8.3732146677599,5.685,1.08,10.29,3,0,0
ACORN-Q,2013-12-06,8.08016228756757,5.29,2.73,7.85,4,0,0
ACORN-Q,2013-12-07,8.62770269099203,7.635,6.55,8.72,5,1,0
ACORN-Q,2013-12-08,8.85954060218414,8.165,5.09,11.24,6,1,0
ACORN-Q,2013-12-09,8.00955536221793,8.035,5.06,11.01,0,0,0
ACORN-Q,2013-12-10,8.0243826159218,5.545,2.06,9.03,1,0,0
ACORN-Q,2013-12-11,8.33293547756104,4.23,2.06,6.4,2,0,0
ACORN-Q,2013-12-12,8.2294789192273,5.25,1.52,8.98,3,0,0
ACORN-Q,2013-12-13,8.03707076751701,9.940000000000001,8.15,11.73,4,0,0
ACORN-Q,2013-12-14,8.65153719090424,7.5600000000000005,3.79,11.33,5,1,0
ACORN-Q,2013-12-15,8.95887372247097,10.325,8.11,12.54,6,1,0
ACORN-Q,2013-12-16,8.0803289221697,10.42,7.95,12.89,0,0,0
ACORN-Q,2013-12-17,8.0984805354889,6.005000000000001,4.61,7.4,1,0,0
ACORN-Q,2013-12-18,8.07127329792967,7.6499999999999995,5.01,10.29,2,0,0
ACORN-Q,2013-12-19,8.18761500094247,6.6899999999999995,3.68,9.7,3,0,0
ACORN-Q,2013-12-20,8.110428760633,6.525,2.63,10.42,4,0,0
ACORN-Q,2013-12-21,8.65389819980999,10.68,9.41,11.95,5,1,0
ACORN-Q,2013-12-22,8.65372319252963,7.4399999999999995,4.81,10.07,6,1,0
ACORN-Q,2013-12-23,8.57378864040195,8.545,5.14,11.95,0,0,0
ACORN-Q,2013-12-24,8.72992323478978,8.68,5.43,11.93,1,0,0
ACORN-Q,2013-12-25,9.21931375097467,5.465,3.74,7.19,2,0,1
ACORN-Q,2013-12-26,8.54006048636599,5.255,2.87,7.64,3,0,1
ACORN-Q,2013-12-27,8.33465156011357,9.23,7.47,10.99,4,0,0
ACORN-Q,2013-12-28,8.27584367528999,5.335,2.86,7.81,5,1,0
ACORN-Q,2013-12-29,8.80388564956239,4.14,0.72,7.56,6,1,0
ACORN-Q,2013-12-30,8.6515243740448,8.31,6.4,10.22,0,0,0
ACORN-Q,2013-12-31,8.7493628154085,8.065,5.77,10.36,1,0,0
ACORN-Q,2014-01-01,8.98216493465765,8.965,6.59,11.34,2,0,1
ACORN-Q,2014-01-02,8.22935570023107,8.645,6.54,10.75,3,0,0
ACORN-Q,2014-01-03,8.37642918583451,8.75,7.01,10.49,4,0,0
ACORN-Q,2014-01-04,8.72753513652695,6.82,4.06,9.58,5,1,0
ACORN-Q,2014-01-05,9.05344321046918,6.840000000000001,1.72,11.96,6,1,0
ACORN-Q,2014-01-06,8.21350433977907,10.955,9.34,12.57,0,0,0
ACORN-Q,2014-01-07,8.1750557131019,10.18,8.98,11.38,1,0,0
ACORN-Q,2014-01-08,7.93351789802677,9.495,7.37,11.62,2,0,0
ACORN-Q,2014-01-09,7.90286750518791,8.435,4.86,12.01,3,0,0
ACORN-Q,2014-01-10,8.0537445439679,6.41,2.68,10.14,4,0,0
ACORN-Q,2014-01-11,8.48225939500233,4.805,1.02,8.59,5,1,0
ACORN-Q,2014-01-12,9.02367353492982,4.6450000000000005,0.38,8.91,6,1,0
